t,tau1,tau2,ddq1,ddq2,q1,q2,X,Y,
0.36625,47.837,0.987392,36.0596,-9.42319,-0.435076,-2.18179,0.922455,0.0413758,
0.3675,47.6115,1.00975,35.7744,-9.46615,-0.436185,-2.1804,0.923702,0.0410478,
0.36875,47.3817,1.03171,35.4873,-9.50362,-0.437238,-2.17903,0.924933,0.0407631,
0.37,47.1475,1.05325,35.1984,-9.53571,-0.438235,-2.17767,0.926149,0.0405212,
0.37125,46.9091,1.07437,34.9078,-9.56257,-0.439178,-2.17633,0.927349,0.0403222,
0.3725,46.6665,1.09506,34.6156,-9.5843,-0.440066,-2.175,0.928534,0.0401656,
0.37375,46.42,1.11531,34.3219,-9.60105,-0.4409,-2.17369,0.929702,0.0400513,
0.375,46.1696,1.13512,34.0268,-9.61292,-0.44168,-2.17239,0.930856,0.0399788,
0.37625,45.9154,1.15449,33.7303,-9.62006,-0.442407,-2.1711,0.931994,0.0399481,
0.3775,45.6575,1.17341,33.4325,-9.62257,-0.443082,-2.16984,0.933116,0.0399587,
0.37875,45.396,1.19188,33.1335,-9.62058,-0.443704,-2.16858,0.934223,0.0400104,
0.38,45.1311,1.2099,32.8334,-9.61421,-0.444274,-2.16734,0.935315,0.0401029,
0.38125,44.8628,1.22746,32.5322,-9.60358,-0.444793,-2.16612,0.936391,0.040236,
0.3825,44.5912,1.24457,32.2301,-9.58881,-0.445262,-2.16491,0.937452,0.0404093,
0.38375,44.3165,1.26123,31.9271,-9.57001,-0.44568,-2.16372,0.938498,0.0406226,
0.385,44.0387,1.27744,31.6233,-9.54729,-0.446048,-2.16254,0.939528,0.0408754,
0.38625,43.758,1.29319,31.3187,-9.52077,-0.446366,-2.16138,0.940543,0.0411676,
0.3875,43.4745,1.3085,31.0134,-9.49057,-0.446636,-2.16023,0.941543,0.0414988,
0.38875,43.1882,1.32337,30.7076,-9.45679,-0.446857,-2.15909,0.942527,0.0418687,
0.39,42.8993,1.33779,30.4012,-9.41955,-0.447031,-2.15797,0.943497,0.042277,
0.39125,42.6079,1.35177,30.0943,-9.37895,-0.447156,-2.15687,0.944451,0.0427234,
0.3925,42.314,1.36532,29.787,-9.3351,-0.447235,-2.15578,0.94539,0.0432075,
0.39375,42.0178,1.37844,29.4794,-9.28811,-0.447267,-2.15471,0.946314,0.0437291,
0.395,41.7193,1.39114,29.1714,-9.23809,-0.447253,-2.15364,0.947223,0.0442877,
0.39625,41.4187,1.40342,28.8633,-9.18513,-0.447194,-2.1526,0.948117,0.0448831,
0.3975,41.1161,1.41529,28.555,-9.12935,-0.447089,-2.15157,0.948996,0.0455149,
0.39875,40.8115,1.42676,28.2467,-9.07083,-0.44694,-2.15055,0.94986,0.0461829,
0.4,40.5051,1.43782,27.9382,-9.00969,-0.446747,-2.14955,0.95071,0.0468865,
0.40125,40.1969,1.44849,27.6298,-8.94601,-0.44651,-2.14856,0.951544,0.0476256,
0.4025,39.887,1.45878,27.3215,-8.87991,-0.44623,-2.14758,0.952364,0.0483998,
0.40375,39.5756,1.46869,27.0133,-8.81147,-0.445907,-2.14662,0.953168,0.0492087,
0.405,39.2626,1.47823,26.7053,-8.74078,-0.445542,-2.14567,0.953958,0.0500519,
0.40625,38.9483,1.4874,26.3976,-8.66795,-0.445135,-2.14474,0.954734,0.0509292,
0.4075,38.6327,1.49622,26.0901,-8.59305,-0.444687,-2.14382,0.955494,0.0518401,
0.40875,38.3159,1.5047,25.783,-8.5162,-0.444198,-2.14291,0.95624,0.0527845,
0.41,37.9979,1.51284,25.4763,-8.43746,-0.443669,-2.14202,0.956971,0.0537617,
0.41125,37.6789,1.52064,25.17,-8.35694,-0.4431,-2.14114,0.957688,0.0547716,
0.4125,37.3589,1.52813,24.8642,-8.27471,-0.442492,-2.14027,0.95839,0.0558137,
0.41375,37.038,1.5353,24.559,-8.19086,-0.441845,-2.13941,0.959078,0.0568878,
0.415,36.7163,1.54217,24.2544,-8.10548,-0.44116,-2.13857,0.959752,0.0579933,
0.41625,36.3939,1.54874,23.9504,-8.01865,-0.440436,-2.13774,0.960411,0.0591301,
0.4175,36.0709,1.55502,23.647,-7.93044,-0.439676,-2.13693,0.961055,0.0602977,
0.41875,35.7473,1.56103,23.3444,-7.84094,-0.438878,-2.13612,0.961686,0.0614957,
0.42,35.4233,1.56677,23.0426,-7.75023,-0.438044,-2.13533,0.962302,0.0627239,
0.42125,35.0988,1.57224,22.7416,-7.65838,-0.437174,-2.13455,0.962904,0.0639818,
0.4225,34.774,1.57746,22.4414,-7.56547,-0.436268,-2.13378,0.963491,0.065269,
0.42375,34.4489,1.58244,22.1421,-7.47157,-0.435327,-2.13303,0.964065,0.0665853,
0.425,34.1236,1.58719,21.8438,-7.37675,-0.434352,-2.13228,0.964624,0.0679301,
0.42625,33.7982,1.5917,21.5464,-7.28109,-0.433342,-2.13155,0.96517,0.0693033,
0.4275,33.4728,1.596,21.25,-7.18466,-0.432299,-2.13083,0.965701,0.0707044,
0.42875,33.1474,1.60009,20.9547,-7.08751,-0.431223,-2.13012,0.966219,0.072133,
0.43,32.822,1.60398,20.6604,-6.98973,-0.430114,-2.12942,0.966722,0.0735888,
0.43125,32.4968,1.60767,20.3673,-6.89138,-0.428972,-2.12873,0.967212,0.0750715,
0.4325,32.1719,1.61118,20.0753,-6.79252,-0.427799,-2.12805,0.967688,0.0765805,
0.43375,31.8472,1.61451,19.7845,-6.6932,-0.426594,-2.12738,0.96815,0.0781157,
0.435,31.5228,1.61767,19.4949,-6.59351,-0.425359,-2.12673,0.968599,0.0796766,
0.43625,31.1988,1.62067,19.2065,-6.49349,-0.424093,-2.12608,0.969034,0.0812628,
0.4375,30.8753,1.62351,18.9195,-6.39321,-0.422797,-2.12545,0.969455,0.0828741,
0.43875,30.5524,1.62621,18.6337,-6.29271,-0.421472,-2.12482,0.969863,0.0845099,
0.44,30.2299,1.62877,18.3493,-6.19207,-0.420117,-2.1242,0.970257,0.0861701,
0.44125,29.9082,1.6312,18.0662,-6.09133,-0.418734,-2.1236,0.970638,0.0878541,
0.4425,29.5871,1.6335,17.7846,-5.99055,-0.417322,-2.123,0.971005,0.0895617,
0.44375,29.2667,1.63569,17.5043,-5.88978,-0.415883,-2.12241,0.971359,0.0912925,
0.445,28.9471,1.63776,17.2255,-5.78907,-0.414416,-2.12183,0.9717,0.0930461,
0.44625,28.6284,1.63973,16.9482,-5.68846,-0.412922,-2.12126,0.972028,0.0948222,
0.4475,28.3106,1.6416,16.6724,-5.58802,-0.411402,-2.1207,0.972342,0.0966204,
0.44875,27.9936,1.64338,16.3981,-5.48779,-0.409856,-2.12015,0.972643,0.0984404,
0.45,27.6777,1.64508,16.1254,-5.38781,-0.408285,-2.11961,0.972932,0.100282,
0.45125,27.3628,1.64669,15.8542,-5.28813,-0.406688,-2.11907,0.973207,0.102144,
0.4525,27.049,1.64824,15.5846,-5.18879,-0.405066,-2.11855,0.973469,0.104027,
0.45375,26.7363,1.64971,15.3166,-5.08983,-0.40342,-2.11803,0.973718,0.105931,
0.455,26.4248,1.65113,15.0503,-4.9913,-0.40175,-2.11752,0.973955,0.107854,
0.45625,26.1144,1.65248,14.7856,-4.89323,-0.400056,-2.11702,0.974179,0.109797,
0.4575,25.8053,1.65379,14.5226,-4.79567,-0.39834,-2.11652,0.97439,0.11176,
0.45875,25.4975,1.65504,14.2613,-4.69865,-0.3966,-2.11603,0.974588,0.113741,
0.46,25.191,1.65626,14.0017,-4.60221,-0.394839,-2.11555,0.974774,0.115741,
0.46125,24.8859,1.65744,13.7439,-4.50638,-0.393055,-2.11508,0.974947,0.117759,
0.4625,24.5821,1.65858,13.4878,-4.4112,-0.39125,-2.11461,0.975108,0.119795,
0.46375,24.2798,1.6597,13.2334,-4.3167,-0.389424,-2.11416,0.975257,0.121849,
0.465,23.9789,1.6608,12.9809,-4.22291,-0.387578,-2.1137,0.975393,0.12392,
0.46625,23.6795,1.66187,12.7301,-4.12987,-0.385711,-2.11326,0.975517,0.126008,
0.4675,23.3817,1.66293,12.4811,-4.0376,-0.383824,-2.11282,0.975628,0.128112,
0.46875,23.0854,1.66398,12.234,-3.94613,-0.381917,-2.11238,0.975728,0.130233,
0.47,22.7907,1.66502,11.9887,-3.8555,-0.379992,-2.11196,0.975815,0.132369,
0.47125,22.4976,1.66605,11.7453,-3.76572,-0.378048,-2.11154,0.97589,0.134522,
0.4725,22.2062,1.66708,11.5037,-3.67683,-0.376085,-2.11112,0.975954,0.136689,
0.47375,21.9164,1.66811,11.264,-3.58884,-0.374104,-2.11071,0.976005,0.138872,
0.475,21.6283,1.66915,11.0262,-3.50178,-0.372106,-2.11031,0.976045,0.141069,
0.47625,21.3419,1.67019,10.7903,-3.41568,-0.370091,-2.10991,0.976072,0.14328,
0.4775,21.0573,1.67124,10.5563,-3.33055,-0.368059,-2.10952,0.976089,0.145505,
0.47875,20.7744,1.67231,10.3242,-3.24641,-0.36601,-2.10913,0.976093,0.147744,
0.48,20.4934,1.67339,10.0941,-3.16329,-0.363945,-2.10875,0.976086,0.149996,
0.48125,20.2141,1.67449,9.86587,-3.08121,-0.361864,-2.10837,0.976067,0.152262,
0.4825,19.9367,1.6756,9.63962,-3.00018,-0.359768,-2.108,0.976037,0.15454,
0.48375,19.6611,1.67674,9.41532,-2.92021,-0.357657,-2.10763,0.975996,0.15683,
0.485,19.3874,1.6779,9.193,-2.84133,-0.355531,-2.10727,0.975943,0.159133,
0.48625,19.1156,1.67909,8.97264,-2.76355,-0.353391,-2.10691,0.975879,0.161447,
0.4875,18.8457,1.68031,8.75427,-2.68689,-0.351237,-2.10655,0.975804,0.163773,
0.48875,18.5777,1.68155,8.53788,-2.61135,-0.349069,-2.1062,0.975718,0.16611,
0.49,18.3116,1.68282,8.32349,-2.53695,-0.346888,-2.10586,0.975621,0.168458,
0.49125,18.0475,1.68413,8.11109,-2.4637,-0.344694,-2.10551,0.975513,0.170817,
0.4925,17.7854,1.68546,7.90069,-2.39162,-0.342487,-2.10518,0.975394,0.173186,
0.49375,17.5252,1.68683,7.6923,-2.32071,-0.340268,-2.10484,0.975264,0.175565,
0.495,17.267,1.68824,7.48593,-2.25098,-0.338036,-2.10451,0.975123,0.177954,
0.49625,17.0109,1.68968,7.28157,-2.18244,-0.335793,-2.10418,0.974972,0.180352,
0.4975,16.7567,1.69116,7.07923,-2.1151,-0.333539,-2.10386,0.97481,0.182759,
0.49875,16.5046,1.69267,6.87891,-2.04896,-0.331273,-2.10354,0.974638,0.185175,
0.5,16.2545,1.69423,6.68063,-1.98404,-0.328997,-2.10322,0.974455,0.1876,
0.50125,16.0065,1.69582,6.48436,-1.92033,-0.326711,-2.1029,0.974262,0.190034,
0.5025,15.7605,1.69746,6.29013,-1.85784,-0.324414,-2.10259,0.974058,0.192475,
0.50375,15.5166,1.69913,6.09793,-1.79658,-0.322107,-2.10228,0.973844,0.194924,
0.505,15.2748,1.70085,5.90776,-1.73655,-0.319791,-2.10198,0.97362,0.197381,
0.50625,15.035,1.7026,5.71962,-1.67775,-0.317466,-2.10167,0.973386,0.199845,
0.5075,14.7973,1.7044,5.53353,-1.62019,-0.315132,-2.10137,0.973142,0.202316,
0.50875,14.5617,1.70624,5.34946,-1.56386,-0.312789,-2.10108,0.972888,0.204793,
0.51,14.3282,1.70812,5.16743,-1.50877,-0.310438,-2.10078,0.972624,0.207278,
0.51125,14.0969,1.71005,4.98743,-1.45491,-0.308078,-2.10049,0.97235,0.209768,
0.5125,13.8676,1.71201,4.80947,-1.40229,-0.305711,-2.1002,0.972067,0.212264,
0.51375,13.6404,1.71402,4.63354,-1.35091,-0.303336,-2.09991,0.971774,0.214766,
0.515,13.4153,1.71607,4.45964,-1.30076,-0.300955,-2.09962,0.971471,0.217274,
0.51625,13.1924,1.71817,4.28777,-1.25185,-0.298566,-2.09934,0.971159,0.219787,
0.5175,12.9715,1.7203,4.11793,-1.20416,-0.29617,-2.09905,0.970837,0.222305,
0.51875,12.7528,1.72248,3.95011,-1.1577,-0.293768,-2.09877,0.970506,0.224827,
0.52,12.5362,1.7247,3.78431,-1.11246,-0.29136,-2.09849,0.970165,0.227354,
0.52125,12.3217,1.72697,3.62053,-1.06844,-0.288946,-2.09822,0.969816,0.229885,
0.5225,12.1094,1.72927,3.45877,-1.02564,-0.286526,-2.09794,0.969457,0.232421,
0.52375,11.8991,1.73162,3.29902,-0.984042,-0.284101,-2.09767,0.969089,0.23496,
0.525,11.691,1.73401,3.14128,-0.94365,-0.281671,-2.09739,0.968712,0.237502,
0.52625,11.485,1.73644,2.98554,-0.904453,-0.279236,-2.09712,0.968327,0.240048,
0.5275,11.2811,1.73891,2.83181,-0.866448,-0.276796,-2.09685,0.967932,0.242598,
0.52875,11.0794,1.74143,2.68006,-0.829625,-0.274351,-2.09658,0.967529,0.24515,
0.53,10.8797,1.74398,2.53031,-0.79398,-0.271903,-2.09632,0.967117,0.247704,
0.53125,10.6822,1.74657,2.38254,-0.759502,-0.269451,-2.09605,0.966696,0.250261,
0.5325,10.4867,1.74921,2.23676,-0.726186,-0.266994,-2.09579,0.966267,0.252821,
0.53375,10.2934,1.75188,2.09294,-0.694019,-0.264535,-2.09552,0.965829,0.255382,
0.535,10.1022,1.7546,1.95109,-0.662998,-0.262072,-2.09526,0.965383,0.257946,
0.53625,9.91305,1.75735,1.81121,-0.633108,-0.259606,-2.095,0.964928,0.26051,
0.5375,9.72601,1.76014,1.67328,-0.604343,-0.257137,-2.09474,0.964465,0.263077,
0.53875,9.54105,1.76297,1.5373,-0.57669,-0.254666,-2.09448,0.963994,0.265644,
0.54,9.35818,1.76584,1.40326,-0.550143,-0.252192,-2.09422,0.963515,0.268212,
0.54125,9.17738,1.76875,1.27115,-0.524687,-0.249716,-2.09396,0.963028,0.270782,
0.5425,8.99866,1.77169,1.14097,-0.500314,-0.247238,-2.09371,0.962533,0.273352,
0.54375,8.822,1.77468,1.0127,-0.477011,-0.244758,-2.09345,0.96203,0.275922,
0.545,8.64739,1.7777,0.886355,-0.454768,-0.242277,-2.0932,0.961519,0.278492,
0.54625,8.47485,1.78075,0.761906,-0.433572,-0.239794,-2.09294,0.961,0.281063,
0.5475,8.30434,1.78385,0.639354,-0.413412,-0.23731,-2.09269,0.960474,0.283633,
0.54875,8.13588,1.78698,0.518685,-0.394274,-0.234825,-2.09244,0.95994,0.286203,
0.55,7.96944,1.79014,0.399896,-0.376148,-0.232339,-2.09218,0.959398,0.288772,
0.55125,7.80503,1.79335,0.282972,-0.359018,-0.229853,-2.09193,0.958849,0.291341,
0.5525,7.64263,1.79658,0.16791,-0.342875,-0.227366,-2.09168,0.958293,0.293909,
0.55375,7.48224,1.79986,0.0546951,-0.327702,-0.224879,-2.09143,0.957729,0.296476,
0.555,7.32385,1.80317,-0.0566768,-0.313489,-0.222392,-2.09118,0.957158,0.299041,
0.55625,7.16745,1.80651,-0.166221,-0.300219,-0.219905,-2.09093,0.95658,0.301605,
0.5575,7.01302,1.80989,-0.273943,-0.287881,-0.217418,-2.09068,0.955995,0.304168,
0.55875,6.86058,1.8133,-0.379856,-0.27646,-0.214932,-2.09043,0.955403,0.306729,
0.56,6.71009,1.81675,-0.483967,-0.265943,-0.212446,-2.09018,0.954803,0.309288,
0.56125,6.56156,1.82024,-0.586291,-0.256314,-0.209961,-2.08993,0.954197,0.311844,
0.5625,6.41496,1.82376,-0.686834,-0.24756,-0.207477,-2.08969,0.953584,0.314399,
0.56375,6.27031,1.82731,-0.785611,-0.239665,-0.204994,-2.08944,0.952964,0.316951,
0.565,6.12757,1.8309,-0.882628,-0.232617,-0.202512,-2.08919,0.952338,0.319501,
0.56625,5.98675,1.83452,-0.977902,-0.226399,-0.200031,-2.08894,0.951704,0.322048,
0.5675,5.84783,1.83818,-1.07144,-0.220998,-0.197552,-2.0887,0.951065,0.324592,
0.56875,5.71081,1.84187,-1.16325,-0.216397,-0.195075,-2.08845,0.950419,0.327133,
0.57,5.57566,1.8456,-1.25336,-0.212583,-0.1926,-2.08821,0.949766,0.329671,
0.57125,5.44239,1.84936,-1.34176,-0.209539,-0.190126,-2.08796,0.949107,0.332205,
0.5725,5.31097,1.85315,-1.42847,-0.207252,-0.187655,-2.08772,0.948442,0.334736,
0.57375,5.1814,1.85698,-1.51351,-0.205705,-0.185186,-2.08747,0.94777,0.337264,
0.575,5.05366,1.86085,-1.59689,-0.204884,-0.182719,-2.08723,0.947093,0.339788,
0.57625,4.92776,1.86475,-1.67861,-0.204773,-0.180255,-2.08698,0.946409,0.342308,
0.5775,4.80366,1.86868,-1.7587,-0.205357,-0.177793,-2.08674,0.945719,0.344824,
0.57875,4.68136,1.87265,-1.83716,-0.20662,-0.175334,-2.0865,0.945024,0.347336,
0.58,4.56086,1.87666,-1.914,-0.208548,-0.172878,-2.08625,0.944322,0.349843,
0.58125,4.44213,1.8807,-1.98924,-0.211125,-0.170425,-2.08601,0.943615,0.352346,
0.5825,4.32516,1.88478,-2.06289,-0.214335,-0.167975,-2.08577,0.942902,0.354845,
0.58375,4.20995,1.8889,-2.13497,-0.218162,-0.165528,-2.08553,0.942183,0.357339,
0.585,4.09647,1.89305,-2.20549,-0.222593,-0.163085,-2.08529,0.941458,0.359828,
0.58625,3.98472,1.89723,-2.27446,-0.227611,-0.160645,-2.08504,0.940728,0.362313,
0.5875,3.87469,1.90146,-2.34189,-0.233201,-0.158209,-2.0848,0.939993,0.364792,
0.58875,3.76636,1.90572,-2.4078,-0.239347,-0.155776,-2.08456,0.939252,0.367266,
0.59,3.65971,1.91002,-2.4722,-0.246035,-0.153347,-2.08432,0.938506,0.369735,
0.59125,3.55474,1.91435,-2.5351,-0.253248,-0.150922,-2.08408,0.937754,0.372199,
0.5925,3.45143,1.91873,-2.59652,-0.260973,-0.148501,-2.08384,0.936997,0.374657,
0.59375,3.34978,1.92314,-2.65648,-0.269193,-0.146084,-2.0836,0.936236,0.37711,
0.595,3.24976,1.9276,-2.71498,-0.277894,-0.143671,-2.08337,0.935468,0.379557,
0.59625,3.15136,1.93209,-2.77204,-0.28706,-0.141262,-2.08313,0.934696,0.381998,
0.5975,3.05457,1.93662,-2.82767,-0.296677,-0.138858,-2.08289,0.933919,0.384434,
0.59875,2.95937,1.94119,-2.88189,-0.30673,-0.136458,-2.08265,0.933137,0.386863,
0.6,2.86576,1.9458,-2.93471,-0.317204,-0.134062,-2.08242,0.93235,0.389286,
0.60125,2.77372,1.95046,-2.98615,-0.328083,-0.131671,-2.08218,0.931559,0.391703,
0.6025,2.68323,1.95515,-3.03621,-0.339355,-0.129285,-2.08194,0.930762,0.394114,
0.60375,2.59428,1.95989,-3.08492,-0.351003,-0.126904,-2.08171,0.929961,0.396518,
0.605,2.50686,1.96467,-3.13229,-0.363015,-0.124527,-2.08147,0.929155,0.398916,
0.60625,2.42096,1.96949,-3.17833,-0.375374,-0.122155,-2.08124,0.928345,0.401308,
0.6075,2.33655,1.97435,-3.22305,-0.388067,-0.119789,-2.08101,0.92753,0.403692,
0.60875,2.25363,1.97926,-3.26648,-0.401081,-0.117427,-2.08077,0.926711,0.40607,
0.61,2.17218,1.98422,-3.30862,-0.4144,-0.11507,-2.08054,0.925887,0.408442,
0.61125,2.09219,1.98921,-3.3495,-0.428011,-0.112719,-2.08031,0.92506,0.410806,
0.6125,2.01364,1.99426,-3.38911,-0.441901,-0.110373,-2.08008,0.924227,0.413163,
0.61375,1.93653,1.99934,-3.42749,-0.456056,-0.108032,-2.07985,0.923391,0.415513,
0.615,1.86083,2.00448,-3.46463,-0.470461,-0.105696,-2.07962,0.92255,0.417856,
0.61625,1.78653,2.00966,-3.50057,-0.485105,-0.103366,-2.07939,0.921706,0.420192,
0.6175,1.71362,2.01488,-3.53531,-0.499973,-0.101041,-2.07916,0.920857,0.422521,
0.61875,1.64208,2.02016,-3.56886,-0.515053,-0.0987222,-2.07893,0.920004,0.424842,
0.62,1.57191,2.02548,-3.60124,-0.530331,-0.0964086,-2.07871,0.919147,0.427156,
0.62125,1.50308,2.03085,-3.63247,-0.545795,-0.0941007,-2.07848,0.918287,0.429462,
0.6225,1.43558,2.03627,-3.66256,-0.561433,-0.0917984,-2.07826,0.917423,0.431761,
0.62375,1.3694,2.04174,-3.69152,-0.577231,-0.0895018,-2.07803,0.916554,0.434052,
0.625,1.30452,2.04726,-3.71937,-0.593178,-0.087211,-2.07781,0.915683,0.436335,
0.62625,1.24093,2.05283,-3.74612,-0.609261,-0.0849261,-2.07759,0.914807,0.43861,
0.6275,1.17861,2.05845,-3.77179,-0.625468,-0.0826469,-2.07737,0.913928,0.440878,
0.62875,1.11756,2.06412,-3.7964,-0.641788,-0.0803737,-2.07715,0.913045,0.443138,
0.63,1.05775,2.06985,-3.81994,-0.658209,-0.0781064,-2.07693,0.912159,0.44539,
0.63125,0.999182,2.07562,-3.84245,-0.674718,-0.0758451,-2.07671,0.91127,0.447633,
0.6325,0.941827,2.08145,-3.86393,-0.691306,-0.0735897,-2.07649,0.910377,0.449869,
0.63375,0.885678,2.08733,-3.88441,-0.707961,-0.0713404,-2.07628,0.90948,0.452097,
0.635,0.830718,2.09327,-3.90388,-0.724671,-0.0690972,-2.07606,0.908581,0.454316,
0.63625,0.776937,2.09925,-3.92237,-0.741427,-0.0668601,-2.07585,0.907678,0.456527,
0.6375,0.724317,2.1053,-3.93989,-0.758217,-0.0646291,-2.07563,0.906772,0.45873,
0.63875,0.672848,2.11139,-3.95646,-0.77503,-0.0624043,-2.07542,0.905862,0.460925,
0.64,0.622512,2.11755,-3.97209,-0.791857,-0.0601856,-2.07521,0.90495,0.463111,
0.64125,0.573299,2.12375,-3.98679,-0.808688,-0.0579732,-2.075,0.904035,0.465289,
0.6425,0.525191,2.13002,-4.00058,-0.825513,-0.0557669,-2.0748,0.903116,0.467458,
0.64375,0.478178,2.13634,-4.01347,-0.842321,-0.053567,-2.07459,0.902195,0.469619,
0.645,0.432244,2.14271,-4.02548,-0.859103,-0.0513733,-2.07438,0.90127,0.471772,
0.64625,0.387377,2.14915,-4.03661,-0.875851,-0.0491858,-2.07418,0.900343,0.473915,
0.6475,0.34356,2.15564,-4.04689,-0.892553,-0.0470047,-2.07398,0.899413,0.47605,
0.64875,0.300784,2.16218,-4.05632,-0.909203,-0.04483,-2.07378,0.898481,0.478177,
0.65,0.259032,2.16879,-4.06492,-0.925791,-0.0426615,-2.07358,0.897545,0.480295,
0.65125,0.218292,2.17545,-4.07271,-0.942307,-0.0404994,-2.07338,0.896607,0.482404,
0.6525,0.178549,2.18217,-4.07969,-0.958745,-0.0383437,-2.07318,0.895666,0.484504,
0.65375,0.139793,2.18895,-4.08589,-0.975095,-0.0361943,-2.07299,0.894723,0.486596,
0.655,0.102006,2.19579,-4.0913,-0.991349,-0.0340514,-2.07279,0.893777,0.488678,
0.65625,0.0651781,2.20269,-4.09595,-1.0075,-0.0319148,-2.0726,0.892829,0.490752,
0.6575,0.0292935,2.20964,-4.09986,-1.02354,-0.0297846,-2.07241,0.891878,0.492817,
0.65875,-0.00565804,2.21666,-4.10302,-1.03946,-0.0276608,-2.07222,0.890925,0.494873,
0.66,-0.0396929,2.22373,-4.10546,-1.05525,-0.0255435,-2.07204,0.889969,0.49692,
0.66125,-0.072821,2.23087,-4.10719,-1.07092,-0.0234325,-2.07185,0.889011,0.498959,
0.6625,-0.105058,2.23806,-4.10822,-1.08644,-0.021328,-2.07167,0.888051,0.500988,
0.66375,-0.136415,2.24531,-4.10856,-1.10181,-0.0192299,-2.07148,0.887088,0.503008,
0.665,-0.166907,2.25263,-4.10823,-1.11703,-0.0171382,-2.0713,0.886123,0.50502,
0.66625,-0.196544,2.26,-4.10724,-1.13209,-0.0150529,-2.07112,0.885157,0.507022,
0.6675,-0.225341,2.26743,-4.1056,-1.14698,-0.0129741,-2.07095,0.884188,0.509015,
0.66875,-0.253309,2.27493,-4.10333,-1.1617,-0.0109017,-2.07077,0.883216,0.510999,
0.67,-0.280463,2.28248,-4.10043,-1.17625,-0.00883562,-2.0706,0.882243,0.512974,
0.67125,-0.306813,2.29009,-4.09692,-1.1906,-0.006776,-2.07043,0.881268,0.514941,
0.6725,-0.332373,2.29777,-4.09281,-1.20477,-0.00472278,-2.07026,0.880291,0.516897,
0.67375,-0.357154,2.3055,-4.08811,-1.21875,-0.00267596,-2.07009,0.879312,0.518845,
0.675,-0.381171,2.31329,-4.08283,-1.23252,-0.00063552,-2.06992,0.878331,0.520784,
0.67625,-0.404432,2.32114,-4.07699,-1.24609,0.00139853,-2.06976,0.877348,0.522714,
0.6775,-0.426954,2.32906,-4.0706,-1.25944,0.00342622,-2.0696,0.876364,0.524634,
0.67875,-0.448744,2.33703,-4.06367,-1.27259,0.00544754,-2.06944,0.875377,0.526546,
0.68,-0.469819,2.34506,-4.0562,-1.28551,0.00746253,-2.06928,0.874389,0.528448,
0.68125,-0.490187,2.35315,-4.04822,-1.29821,0.00947116,-2.06912,0.873399,0.530341,
0.6825,-0.509862,2.3613,-4.03973,-1.31068,0.0114735,-2.06897,0.872407,0.532225,
0.68375,-0.528855,2.36951,-4.03075,-1.32292,0.0134695,-2.06882,0.871414,0.5341,
0.685,-0.547178,2.37778,-4.02127,-1.33492,0.0154592,-2.06867,0.870419,0.535965,
0.68625,-0.564841,2.3861,-4.01133,-1.34668,0.0174426,-2.06852,0.869423,0.537822,
0.6875,-0.581858,2.39449,-4.00092,-1.35821,0.0194198,-2.06837,0.868425,0.539669,
0.68875,-0.598238,2.40293,-3.99005,-1.36948,0.0213907,-2.06823,0.867426,0.541507,
0.69,-0.613994,2.41143,-3.97875,-1.3805,0.0233553,-2.06809,0.866425,0.543336,
0.69125,-0.629136,2.41999,-3.96701,-1.39128,0.0253138,-2.06795,0.865422,0.545156,
0.6925,-0.643677,2.4286,-3.95485,-1.40179,0.027266,-2.06781,0.864418,0.546967,
0.69375,-0.657626,2.43727,-3.94228,-1.41205,0.0292121,-2.06768,0.863413,0.548769,
0.695,-0.670995,2.446,-3.92931,-1.42205,0.031152,-2.06754,0.862407,0.550561,
0.69625,-0.683794,2.45479,-3.91594,-1.43178,0.0330858,-2.06741,0.861399,0.552345,
0.6975,-0.696035,2.46363,-3.90219,-1.44125,0.0350134,-2.06728,0.86039,0.554119,
0.69875,-0.707727,2.47252,-3.88807,-1.45045,0.036935,-2.06716,0.859379,0.555884,
0.7,-0.718883,2.48147,-3.87359,-1.45938,0.0388505,-2.06703,0.858367,0.557641,
0.70125,-0.72951,2.49047,-3.85876,-1.46804,0.0407599,-2.06691,0.857355,0.559388,
0.7025,-0.739622,2.49953,-3.84358,-1.47643,0.0426633,-2.06679,0.856341,0.561126,
0.70375,-0.749227,2.50864,-3.82807,-1.48454,0.0445607,-2.06668,0.855325,0.562855,
0.705,-0.758337,2.51781,-3.81223,-1.49237,0.0464521,-2.06656,0.854309,0.564575,
0.70625,-0.766959,2.52702,-3.79608,-1.49992,0.0483376,-2.06645,0.853292,0.566286,
0.7075,-0.775107,2.53629,-3.77962,-1.5072,0.0502171,-2.06634,0.852273,0.567988,
0.70875,-0.782787,2.54561,-3.76286,-1.5142,0.0520907,-2.06623,0.851254,0.569681,
0.71,-0.790013,2.55498,-3.74581,-1.52091,0.0539585,-2.06613,0.850233,0.571365,
0.71125,-0.796791,2.56441,-3.72848,-1.52734,0.0558204,-2.06602,0.849211,0.57304,
0.7125,-0.803132,2.57388,-3.71088,-1.53349,0.0576764,-2.06592,0.848189,0.574706,
0.71375,-0.809046,2.5834,-3.69301,-1.53936,0.0595267,-2.06583,0.847166,0.576363,
0.715,-0.814542,2.59297,-3.67489,-1.54495,0.0613712,-2.06573,0.846141,0.578012,
0.71625,-0.819629,2.60258,-3.65652,-1.55024,0.0632099,-2.06564,0.845116,0.579651,
